,user_id,name,review_count,useful,cool,source_id
1634065,7X1EBhj5jDE_26_JuhsZJw,Karen,1,0,0,0
1634763,d2yCBcm3fHy4AUf1GSocnw,Renee,30,17,2,0
1635002,lHM7QAnqY13BcP4CO4W7Lg,Anthony,1,1,0,0
1635238,Cba1kN8w2P-aaHUF0P2gnw,John,43,27,7,0
1635611,yltpUu7X3LvV0eN5yWXIcw,Reggie,4,5,1,0
1635793,CxXKIc2pkw86-Nx3RB2Z5w,Paige,1,0,0,0
1636177,w1Ug5F-oj8Ti1FjONOqOHA,Thomas,4,6,0,0
1636957,WC9nPUvB3fkOFEbtNRzR-Q,Rob,8,1,1,0
1637405,d7_NPXuwx3xKr5RgKG803w,Brenda,4,2,1,0
1637772,maLsWmz7pD5xtgLPzvGm-g,Jami,5,4,0,0
1639044,geBza_wZdTsR6pbSfzeboA,Sue,4,0,0,0
1639145,nauZ62bY0Dwcc8z1VB3U1Q,Jawhara,35,38,26,0
1639383,QtdfmZvNF0jSNPAUngb2OA,April,7,7,0,0
1639545,uFTSNJP7NJN_g2FMmNzg9w,Still,16,32,4,0
1639820,o_7kHo1DAiATrTV5xZn4Ew,Sam,5,4,1,0
1639823,R4oX_cK-fvO9Jvd0T1zUFQ,Demi,5,0,0,0
1639896,Ekk7YoMigYOSvNL2lkaJZA,Sean,2,0,0,0
1640037,8deD9HJ7qPpPux185obe3w,Nicole,100,103,71,0
1640240,g_gPC4qQ7Otkf2KRUaQk_Q,Shawn,21,5,1,0
1641204,aNI0OaoiCuT-0aPoR1wn5A,Marti,3,1,0,0
1642145,W2lsjwR3-hBwdVDiSsjWZw,Bill,21,7,0,0
1642363,dgZ7sMGJ8D8bfeUSwTIq1Q,Rose,4,0,0,0
1642680,icMWIBC2IDY7tF5wkgiRlg,Stefone,2,0,0,0
1642719,7hn-MNQ7C8CVDrox12LWLg,Tracy,3,1,2,0
1642953,luPFfTV953CvKhlerHhdSg,Nate,21,11,2,0
1643168,bJOJVpHA9uRsDhR7vVal3w,Page,40,20,5,0
1643454,_kSdtCOLxMDqBpnokdJmdA,Jamie,42,35,10,0
1643766,Dz3qCKcEW-38N8W38vWHIg,Isaac,4,0,0,0
1644044,7RY3da2fyJJiy4EKMv7MNg,Karin,1,2,0,0
1644401,HTZN0zxudTAJRVw3JdSSVQ,Brian,5,3,0,0
1644647,k80_5SlQo4XvVPtZcFT5Fw,Matthew,6,1,0,0
1644690,iduoh4a3fmrVPzr_2trrnA,Mike,2,2,2,0
1644998,bCYs0T8vEjc6iBls_VDzZA,Lois,53,39,5,0
1645632,WySd8m0cD3XmongA1PlKEA,lisa,11,14,0,0
1645762,16wkNwhfdMPpqIJfbi5cUQ,LatoyaMonique,1,1,0,0
1645952,K7MSaEOHXqhN6_TnrXT9Gg,Joe,10,26,2,0
1646834,VpTWSqrtB9gSJxLR7CT2aQ,Anuj,31,47,19,0
1648559,dtGD4k14XPRgQqR6HSbJ4Q,Samantha,24,10,1,0
1648891,gafwQyQ8hd5oLNGapuzVbA,Danny,28,35,4,0
1649451,d3XsxcWMYB6IZdRBIVaShQ,Chris,5,4,0,0
1649726,OLh7bovrXSZj1Z_S91_z5Q,Jaime,20,29,4,0
1651184,XX7AHJKTwZovYxHj8gM3lA,Tina,9,5,0,0
1651214,s_IGY9j3BmMRvPT0HOWCBA,Alexandra,6,4,0,0
1651323,R7KffjwsOTXyYDqBs3HfqQ,Tony,1,0,0,0
1652510,6iY04K1DmWSpu4UAjpPfoQ,Angelica,73,57,11,0
1652531,ozHhBRKj3YiBvoRyv2cxJA,Brandi,7,9,2,0
1652639,0It-9XT_Ix95KHSJectjcg,Kyle,35,33,10,0
1652759,FrchGQl8WH6IIpbPwOEqvw,Mike,21,16,3,0
1652924,CyNANQXcKNhhT4l69mBDYA,Dusty,30,19,0,0
1653068,WS95iyoiDkbLGeHtERa1-A,Jonny,13,11,1,0
1653644,hHYcyh6EaxPv0FyjMYGjVQ,Carol,7,8,4,0
1653695,tS794ZEvopIigssOpkxNiA,Felicia,23,13,2,0
1653722,SVIkQubJHoWlxUdOjCfpSA,Angela,13,19,4,0
1653750,wef4K_h3kkbOsXpANNLTDA,Caroline,4,4,1,0
1653930,QvHuYVUgRZnTfkaazY-pOw,Trent,2,0,0,0
1654021,PoYv8BjMHlfGLqnphZoKQw,Kirstin,3,12,1,0
1654162,duQkKe2dt0UgmE2k0HLopw,Alyse,3,0,1,0
1654264,1wsyn8B9AvXtaUPI515yOg,Art,25,62,5,0
1654433,cTZBmCItBBvd2KM6OPi0sQ,Ben,1,0,0,0
1654484,Q0ao54VEZp-ISNHrN7VNhw,M,2,0,0,0
1654663,CSHl7pz2a_8iQqcJ3GUOxA,Deb,8,11,0,0
1654820,6Kaeyx5fAizxOV4mEMGRHg,Veronika,2,1,1,0
1654914,0c4qkVjxp-z2nbv6dIJMnw,Nick,3,2,0,0
1655650,OFbNyC4gnlxYR1VP3Msd8g,lily,21,20,1,0
1656047,7Qsp0ejixPreWria-lCPtg,Nicole,1,0,0,0
1656125,E7FG0iObWv1PP-npRVB46g,Sandra,1,0,0,0
1656506,Nj5N70vHZRkfmhhhPViaEQ,Sara,78,10,3,0
1656880,sdWdYf96s0f_MGtabvfgDg,Henry,2,0,0,0
1656903,Hfv3wSN-dEnta0V2wneMgg,Bionca,4,4,2,0
1656985,H4anzzKI-AlXNM5HjN2Tkg,Rigo,6,0,0,0
1657034,RioKmlY-wiYO3IrsGi3jyQ,Mary,27,45,26,0
1657568,1J5gv3uSzpoEDt-L-yikIQ,Val,27,12,1,0
1657687,qr9IazZXgMDEnEQugN5d0A,Kayla,8,5,2,0
1657959,Eg-NpWuBbnrc-C6urXKwLw,Angel,19,16,4,0
1657977,Kh-Y_0ws4rpTjmMw6FCdwQ,Alana,10,14,8,0
1658134,dp0LgT0o9QMwnXbHbFgb5Q,Jay,7,5,0,0
1658585,ZIyvR2seGft8Av6bh7UOow,Phillip,2,4,0,0
1658733,K0NIiuptkf7J0VMAK4QAjQ,Sarah,1,0,0,0
1659043,3-UXghYMQ3xdiiqUWARe9Q,Susie,18,15,4,0
1659054,YM2hiGCSvcdUpBvIzBwu3w,Heaven,5,40,4,0
1660287,Lz4pajPas8w9-ZPQn12FPw,Tamra,14,8,1,0
1660899,o1VpxESyy03Kixr5ilo7bw,Mary Jo,2,0,0,0
1661264,7Ch1TH_6h2W0XVtwP-HS8Q,Jakub,5,1,2,0
1661371,mBciWdK-G5E_RiFAjLem-Q,Ben,2,1,0,0
1661467,eg99PZbVAGqQa0vIW0GYOA,Armen,5,2,1,0
1661620,b64ZN09PHhrVqVQFemBiBQ,Treesuh,13,9,3,0
1661641,n59uS4VWRIzRHcMNSC1F6g,Jessica,21,6,1,0
1661773,pmVwXySObcrKP8IaN3dilQ,Rohan,2,3,0,0
1661779,cT9s5K3roay2WfcPnZ6DBg,Susan,3,6,2,0
1661892,zOkzcHIxLT9amnC2Z5ESHg,Gary,92,32,3,0
1662019,ssYc4QHcFvPaSERCX6zJng,Aaron,31,52,9,0
1662639,670r33ZE0Rur8NjOrxHJlA,Tracy,11,7,7,0
1662680,ZIj9TeLzUfewLKVyb5-x1Q,Pix,77,112,8,0
1663040,1XBZentNMIL21fPsfd9BfA,Gregg,1,0,0,0
1663101,SwEFqmnUf8TrvJyYvKTcfg,Billie,10,2,0,0
1663515,Y3gWnoBLFaUqLXM3yWYhBw,Jonal,4,5,0,0
1663766,cxJpdgZ9un7dmMuBHB2Liw,Joel,2,2,2,0
1663850,iPmCR03V1_6ynsh3ppcFuA,Shenna,139,173,40,0
1664421,QAtbVYHJHgfj8upU1NpjSA,Josh,19,17,0,0
1664483,zlVyUe-xdMkZdFmggedkjg,Homer,2,3,0,0
1664879,Z5Ke-PQD9BWrM4TOZd2-kw,Austin,6,5,0,0
1665257,UXQJirqMobi6lbTqfsY2IQ,Sarah,12,28,1,0
1665549,-r14vITyzEQW05MIzsux_Q,Tina,23,13,1,0
1665819,WzteDzh3ewAm_6ySiYhO_A,Ronny,8,5,0,0
1666105,MsUzeIAhWmaM3kYEZAMIjA,Candice,1,2,0,0
1666458,iCKEq9gwSALICayhVp_JyA,Michael,4,3,0,0
1667874,3FUEO1TFOXt9h-gauMZsZw,Sheri,5,0,1,0
1668063,cA0ux7TjyFWWricH9ISLTg,Olga,6,4,2,0
1668964,rh7roDQwl6Q4fkJtSa5dQA,Sarah,9,31,2,0
1669021,6q1Arf9eirYr5PfHIvFADw,Lisa,7,4,3,0
1669226,yL4Ef-O-GAhLu2SMuIOS8w,Ruthie,1,0,0,0
1669734,AStAzDi0Lvb7XtyjTVjw2g,Theresa,4,2,0,0
1670184,Be4SRFQF2i4KbNmNptdRSA,J,4,4,2,0
1670356,vcben05ZF2De6eUHalvQTA,Allen,6,2,0,0
1670734,Wrz9BgWMLeKsEGfQDufMcQ,J.,66,49,4,0
1670955,js_92iRSIp9gKGduy4kvoQ,Daniel,34,9,3,0
1671896,X2xQHhmPY39BCMkKHXs68g,Rudy,8,2,0,0
1671912,B1vcowwqKqZujl3wN8jTjg,Zoey,12,11,0,0
1672485,pYbpaO1I_WHsiXJ9Pu4NqA,Dani,27,11,5,0
1672605,0-f1wHrsNJ4KSqirKyBS3A,Leigha,28,16,14,0
1672706,BqTlELlyTLets_qRnTPz6g,Michael,95,56,14,0
1672897,cZQbcPDdxZRPX6LkrdRciA,Sandra,41,46,13,0
1673251,ZyjsSCxbPb_If86BU1I8UQ,Victoria,1,0,0,0
1673582,AxZ8hTmrTw3K1yWdJ6y8UQ,Coriane,6,4,1,0
1673896,3WK0xZeDZxfafHZnsZ-IBQ,Lee,16,28,1,0
1674144,RHnZKLrp22jfynH5qWuNaQ,Brenda,46,14,5,0
1675049,831PH74ANOdVcdP4brNL_g,Anali,2,0,0,0
1675054,TU7nUSp16wE9hi-gaCNGUA,Marc,10,10,1,0
1676329,DaR491I-bI4DEI6YWCIJZg,Ed,14,11,2,0
1676538,_eFrgC9eQyHeKW0QFfup5w,Kathy,2,0,0,0
1676620,mmPZ3M5fFthe9bYEGQ8X5Q,Rebecca,22,12,1,0
1676734,ELW6Yq6V2oTkKvZUtefbaQ,Leemor,5,9,5,0
1676830,OpqgZrRpKC_fL_MqSmsN3Q,Jack,4,12,0,0
1677429,MSmhZ69T97n38nxEAUw0Cg,Alison,58,36,5,0
1677491,0VDNwh16t22dKjVuYXuQZg,Randy,8,2,1,0
1677796,E_LaEe2Tqjpb1S9i9pBpVQ,Jocelyn,59,31,10,0
1677811,nrpHByS8X-BAZK9f00TcEQ,Thomas,2,4,0,0
1677970,zLvGOSt5MVoryniKgnmMtw,John,8,7,3,0
1678369,I-ewYXbjJUS_zFj8nIoHOg,Marianne,3,4,0,0
1679195,Y7HzS4vxDjnYbPYF-kEX0g,Danielle,1,1,0,0
1679538,-Hf2gLo_s1Hmy781oDXqNQ,Beth,82,84,20,0
1679985,_9LgzndKDonlxQc6zMVw-Q,Lillian,7,6,0,0
1680120,K9A_U64hfv3vrlSKX4oH8g,Celeste,2,0,0,0
1680644,dUH3bNc3yGx71K6TJv3WXA,Kay,18,8,1,0
1680888,mR47R4oNmNYnMFi7RvpPKw,Jessica,5,1,0,0
1681497,JyixO5fIlkWXeYIRxDjPYg,David,1,2,0,0
1681722,596kOijvlxkX9ZhK8ZvVsw,Heather,4,2,1,0
1682375,a9NNwDPoDYZtSTv1Ata2Wg,Fredia,4,1,0,0
1682555,AbvCmGmX_B4EG6ddwoe_Aw,Melinda,5,1,1,0
1683217,pr4Zmg2mjeA7yuoUYF0EFg,G,56,59,18,0
1683279,X1DdLt6ZTWzryE3duG-S3g,Andy,1,0,0,0
1683538,L_ix-fO07JxJ0Xx6qedNjQ,Cesar,7,6,1,0
1683565,hrIaaFT6juYzishQ-uyMUg,Blythe,5,3,0,0
1683726,r_YCoJryGlM3Jd4HIowwhw,Ally,1,0,0,0
1683807,HuSc1ZNbiwyBjUIxw3WcbA,Mark,25,40,4,0
1684092,czIfcH3FIvpVJi9kEKu4_w,Elie,4,4,1,0
1685145,F-F6-Z5u-d_9HJZdkc43UA,Ally,4,1,0,0
1685928,DMk7zDhTvuwibBl9qbnGow,Laurie,2,0,0,0
1686103,nGs1---1f3P4jX33mVrjKg,Ash,1,0,0,0
1686277,YHWoHdI8LwDHIDDTPAfbAA,Abigail,1,0,0,0
1687165,5Qt15iIqfxvLA9KNv96l-A,Kris,1,0,0,0
1687456,94B3HTag4BiPqR_RO_80jg,Jay,72,142,22,0
1687792,Sqd6-nf0gOnMAkE5tPS-FA,K,55,49,18,0
1688018,Z9AMy8ySvZA-hk6S_XBSiw,Brittany,17,26,11,0
1688077,qewV2fDLGGY0QgnbLZqxFA,Michael,7,0,0,0
1688500,93SZV_ov-vu4Qc3WfZjvKA,Julanna,7,21,2,0
1688519,SI0sidrCGR1hwBXHS0oqOg,John,5,1,1,0
1688523,8-Aue-SOpo42i-cQc9gY3Q,Cara,2,0,0,0
1688550,kZwhkABeuplc7PGXldCVpw,Davis,3,18,0,0
1688671,RlAX_qRWqzcB5NlpFaLJBg,Arnie,7,3,2,0
1688874,n2Q4CCu_tah_-AHzE7wXiQ,Thi,5,49,4,0
1689146,RVkiXwMpF4jPAIY4NsyN-g,Laura,7,3,1,0
1689159,nlJu2zYP0sMTp6TkUcpovw,Kitty,2,3,0,0
1689515,vVNBVCLgO05lcX2U-uwzVw,C,56,133,8,0
1689603,kIMMywHb1dIRrrGfzoyaFQ,Pedro,2,0,0,0
1689616,g0_ZmC1ykcZmyqXfCezDdA,John,1,1,0,0
1689847,secX01_-r2MP_SP4eUBnJQ,Dee,5,3,0,0
1690428,Gkigxw-XPDrTOj2_EbyWFw,Cindy,15,7,1,0
1690707,Mn185QdCvbj-YDflpv-b8g,April,21,24,3,0
1690977,7cjs4CGcxrw30DQYPH8Q1w,Vince,20,9,1,0
1691130,Gc1n8pa6qO6PohmjurCQ9w,Kylie,3,1,0,0
1691269,IsELN8tgSqd9d6W1HrNYhA,Te,39,35,6,0
1691341,7_nhTvqGzBMze8MZ_4j4iQ,Jessica,45,24,1,0
1691649,nojoDZcS3lV682_ggQ_ttQ,Tina,6,8,5,0
1692145,AehpotIGiUXXbfDcinDUcA,Melissa,17,46,16,0
1692157,4jhCh8uxL1XkrLNg5oaqsQ,Calil,1,1,0,0
1692561,5NmOHHi0_jjalL3r6WSRXg,Connie,5,10,6,0
1692573,x-HtDOZS-ai7UosMr8M-ng,Tina,5,2,1,0
1693074,FNp2KvDtkSCgWTMf_zRQ3A,Beth,1,0,0,0
1693323,u_OUxmR2wgs38K-cl_shSg,Sarah,28,34,8,0
1693568,iUQYUID650H8wsX_if-UFw,Erika,1,4,1,0
1694183,1h2p3w-vKIQZ1essF3TTsw,Cala,2,3,1,0
1694212,U8R70X16HkEUPzO8RgXsAQ,Divya,9,30,3,0
1694830,JExCcf4fePwvnz7jmnxWJA,Mitera,1,2,0,0
1695046,Wel2Xc0Rix3XaVPvhDOp1A,Phil,30,27,7,0
1696088,tex3SYv9JGe0l85W5VMitA,Payton,1,0,0,0
1696139,FnVvF0XEharZkFimKbmKcQ,Sean,1,5,0,0
1696493,yAqFP_p1IX0bts_ivoC8Ug,M,2,6,1,0
1696760,N1qlfX4-G_HFtRxJEzWGGw,Wayne,2,0,0,0
1697594,2gxFCQ30YMpWC8Ob1HW5kg,Desiree,18,15,5,0
1697836,R3WRJmRm0uwv-lwv5I59ew,T,35,12,1,0
1698159,wW3R2bJKCuE2r33BF-AbJQ,Brooke,4,0,0,0
1698513,uqZmvZtxyygEE85oAWNCTg,Michael,2,0,0,0
1698634,-qP_-LTCBI4gonBog5nSJg,Leslie,42,39,14,0
1698784,zlcMWYPsjQgD3A25UuE4VA,Momo,7,13,4,0
1699436,hb5jHgEkHSviI27wpvGOEA,Angelo,3,3,0,0
1699723,xj_NfkBRyRl1CSVkufV8KQ,Kelly,1,0,0,0
1699773,xKKEHWoedVg7aOPIxItp7A,Andrea,1,2,0,0
1700428,mn5_g3Cs9knf9ELcvQbe4A,Erik,8,15,2,0
1700714,tUQZWealwxmoZDRSg5fmcA,Cl,1,0,0,0
1702841,snw30bqQ9d0yU47chdj0fQ,R.n.,8,8,0,0
1703257,YnbO_lhYFmVypQZR1Ybjwg,Viktoria,5,5,0,0
1703326,OSYHB3vNqVBdyEJTiUTfoQ,Tensie,4,2,0,0
1703479,ChjhjPJ5gBPmXEyEldG2uA,Kristi,1,0,0,0
1704412,3a5LMdc9rJKNoGxmR6XW7w,Scott,1,1,0,0
1705027,z-9Wj1S9cEn5OYxaaZBYrA,Persephone,12,4,2,0
1705242,rzQTtenFdONmW5lm4di1xA,Ju,16,26,5,0
1705260,LSSE1GZpJXMCdBWwJb98eg,William,1,1,0,0
1705395,QXrARLXCjWJW9JNKueLzQQ,Kim,2,0,0,0
1705431,aVatfReGaKSHuazb6B0GWA,Nee,2,0,0,0
1705519,C7M4Y7rC_ZzcjfI4YxTbxw,Ellis,6,1,0,0
1705809,GzMGkSi3mrE6xnZZitQq-A,Lisa,10,2,2,0
1706357,wGqSUUm7q48HJ7IViIBqdA,Elaine,3,0,0,0
1706538,ZE2DtJ0PQMILpIa5bmVQEg,Steven,16,55,2,0
1706741,naEumlFcdGNrDVIrPZEDbA,Jerry,54,31,6,0
1707190,X7ugtp9bnZVa8tzqbLlr-A,Jess,9,61,7,0
1707235,CEmGtUKWHf4iEsxGYBb3bQ,Jacob,2,0,0,0
1707364,HoHFcc7LFvqTE9mBkHwOTQ,Mary,4,2,0,0
1707849,TuR5jT9qBwycm1kZqE1aLQ,Stephanie,16,6,4,0
1708235,Q0cu0eeStkFMwhsw8vfFSg,Shell,2,0,0,0
1708605,BSEBnAjg6to3-80y_gIjyA,Steve,7,16,3,0
1708746,1yYYCAoUQ416Yx6t-onMcQ,Chelan,44,21,5,0
1709388,lFQ2ubGWiGRdbShsTYooZw,Jill,18,7,1,0
1709481,fD0enXDlAy6E6hfYzruYZQ,Gregory,1,0,0,0
1709609,ykpWiyVmyYsemt73AhluPw,Ricky,2,5,1,0
1709636,dtkvuX003bh8GacKe8poOg,Mariano,5,5,1,0
1709927,YtVgBaVLL7P2J1-80M-DoA,Dixie,5,1,1,0
1710183,x8imtgOnjQ_e1mESldlqVA,Heidi,24,24,4,0
1710551,BO--AU9kao-CdcaOUlOLPQ,Shalana,4,15,1,0
1710857,0Nm6FGnpVpcLbfdd8sA39A,Dee,61,10,1,0
1711026,l2ajDendrNAvBnFRuBUpZQ,Amy,7,5,0,0
1711087,13iIHvmW4W_QEMW3ijxXdw,Chris,3,3,0,0
1711600,WEtR4jr2jvFHKUZH904GYA,滂博,1,1,0,0
1711695,w1lR4xxI4nVZCNQGWKbaFA,Lori,5,5,0,0
1711835,6ty-e3OBcX3ixcD00mOQsQ,Jim,25,34,10,0
1711981,0U9npx1vuFZPAN_FuN75og,Jerome,1,0,0,0
1712264,O6gqOxFc89d7w_TsGUrdrg,Jess,13,8,0,0
1712571,b9p67qtDkGLG9NfTXErD0Q,Jason,2,0,0,0
1712797,-ojvys8y98cEv80W_6bhSg,Rather,2,2,0,0
1713012,qPQcDPepqDcTIeGJSIrTFw,Amy,2,2,0,0
1713050,ChAhYeNY5VXEcIztFOCRzA,Jesse,1,0,0,0
1713377,SX4l82qu-J61hIIZCy7HPg,Pamela,2,0,0,0
1714738,qB4Yp_wW3PJwErXwOTmr6A,Satvika,3,0,0,0
1714919,NihkmRmyZcJQ8a39VnS1rw,Dan,23,39,5,0
1715373,_12uO1pt_a_4sgcCSmVheQ,Rosalie,4,0,0,0
1715427,nVxRX7PCus4bW733pddJoQ,Cristin,7,4,2,0
1715552,nWu7a5gRJw1N9kapgScw5g,Nicole,2,0,0,0
1715836,hLp7krzte9UhHbz3wIIEJA,Steve,3,0,0,0
1716098,REQ2oBzn3g8KrPpwTYIAyg,Josue,5,0,0,0
1716334,UvYlZ_J061gWHOKBw7L37g,Mark,6,5,0,0
1716449,oQMmd-FfssrQNSLz5PQdJA,Cari,5,0,0,0
1716540,039ZUZPqh_x4bOHMUoOT-w,Lilly,1,0,0,0
1716582,c_wIvsp7lQFDjTUUX_abbQ,Marlene,1,0,0,0
1716850,jFB5UcDZ-bH-z3pfHM-qSg,Rafael,2,0,0,0
1718319,uEdYMF1Ay9HYiYbJcuAVGA,Buffalo,5,11,0,0
1718339,7PJVCdizlxy8d8GFciHAHQ,Jennifer,5,1,0,0
1718456,ENu6aak6_dTWzywHbYVsvw,Cathy,2,1,1,0
1719296,MtRjZr7hJtkbSygmVoqgFQ,Adrianna,2,0,0,0
1719641,ci57iEPJBWTsY_Cttkq5AA,Rocky,30,32,7,0
1719914,jcyU850Rz8u93GZsbhO8Ww,Jana,1,1,0,0
1720272,31yCD4X3BB08vM363A3ZrQ,Neva,22,8,1,0
1720330,NiCa_5-WFc47zYeLQaqFmw,Richard,4,2,1,0
1720561,-mmAu4dRrFGzd3C8p9DlkQ,Honest Anon,2,3,0,0
1720583,YgGDXTyZlaV_L2qMvBCrFg,Helena,30,14,2,0
1720635,0gL5iFpE49OPt-DuWOsohA,Jessica,37,18,5,0
1720812,0Ei9J3_fXppjSAQlkdVmMg,Toasha,1,0,0,0
1721417,rf7bV-gjTgCLo8YXC9nkhA,Sarah,3,0,0,0
1721426,SzXYjdZxNbKUlyzGwI_JCw,John,42,22,2,0
1721701,N6OepfmatfrOTozT1t7Ttg,Shaun,9,2,0,0
1721860,8JSEXtVN3pU-bYC00jcwCw,Carrie,1,0,0,0
1723414,Om0Zhg9LtBvKDzgwSn6ewA,Qakky,3,1,1,0
1723556,KBD6pe-qTlYyWNiRl_5k9w,John,7,5,1,0
1723598,hCl1w5E1T8qQ-YVlBrJkrw,Clarence,9,3,1,0
1724905,KqnMERs7pLmd_azU80eXrg,M.,3,0,0,0
1726271,pNbqUQJssz3Z1-ZzJ6P1Ww,Sarah,1,0,0,0
1726596,xkNmttBU_xoYt8pB5rBFOg,Nathan,1,0,0,0
1726669,Dd8rrAv_5bV9dEPpFMwFpg,Julie,3,4,0,0
1726756,kJXxtqd9bfwEry87E8hT6w,Tonya,15,11,2,0
1726927,rCIasIBzpMrtvDR5_E2Byw,Marie,3,4,1,0
1727768,haH_6B8Ks0qYjBAy9Oka0Q,Elise,3,4,0,0
1728605,wwHtkcd7Qb-Tb7GO8BI8rA,Randy,12,4,0,0
1729405,sMvy7V6uoKLf8sDzAtIFyw,Lindsay,7,6,0,0
1729556,ap_VXspH3RcBo6s5MD2qng,Ma,1,1,0,0
1729652,0f5Y0FjSJutKOR-c_uXcew,A,20,7,2,0
1729813,9WNjE20dX8zNBk55Z3wWEw,Critical,16,22,1,0
1730489,hKbgCkUVs6Dxpg-BSBprMg,Nick,45,63,19,0
1730632,7w13Rf7FMf6I7EJMhirbNg,Shauna,12,31,1,0
1731029,Yqord5eej-eqk9wsUfgIZw,Ed,10,1,0,0
1731312,JmOqXJRQPUb32T7bvY6iAw,Ed,3,0,0,0
1731829,i_dWLER_8-0BRTkn7tpAyw,Gabrielle,1,0,0,0
1732047,5NbA-kKKYAK0xOxfWCgG_Q,Natascha,8,0,0,0
1732275,1pkXSfzbWik28LN95hCrPg,Cindy,4,0,0,0
1732428,GD8CgrWT3Yr04EF3GVQKpw,R,20,45,3,0
1732444,gZ71MYb46oWp4BU7PDBlMw,Kathy,19,52,2,0
1732495,dAx8opEekkIES-PrZSwdvg,Dawn,3,1,0,0
1732695,SNpgiKLs0rOceNtuNLJ_Zw,Karen,12,1,0,0
1732787,LF4l6wCxZmreImKSp0TWtg,Timothy,3,0,0,0
1732904,Yn-j5Jmx1Wi2jA_f6m2unA,Dawn,50,30,13,0
1733229,ESRE5Zqot0nld_20hayhtg,Alexis,2,0,0,0
1733554,ePdgN1imrfa5WjvxNaHpow,Lenietha,1,1,1,0
1733712,B8NLjsMVkxIkuELZDDZ1UA,Darlene,8,1,1,0
1733745,CZ3nhKaDV0Pt_w3PVsB7ig,Courtney,29,6,2,0
1733794,oB_RK1Fg7An_P1E0KXemMQ,Deborah,3,0,0,0
1734059,4L_4s4VfbAwKQsb4A12HDg,Megan,16,11,5,0
1734126,pylBmKiyC0LmJE6fZfioJQ,Deborah,13,6,1,0
1734189,QcuDAXjdjNz1-L269pzkcg,Hol,2,2,0,0
1734594,k38wfKbrk6xwXRG864ttrA,Karen,2,4,0,0
1735420,w8tjbcVhiq61HOGObabvvg,Sally,7,1,1,0
1735994,GKMkVVgv6cK5z6oskhflIA,Graeme,1,0,0,0
1736112,tTeG2dTDU9R7cVUitTMkBA,Melu,2,0,0,0
1736443,oRverOo1w_nMrHSG3BaEEQ,Paula,17,5,1,0
1736627,GX9pHu_yOV-3JFBsLkxodg,Deb,3,0,0,0
1736770,HOhTEdh_P1g2MnL_cmr6OQ,Ryan,4,0,0,0
1737299,er5ei8fRifVqheDW1q1vWQ,Dawn,22,4,0,0
1737344,5vEnCEsH6ZWZMKyPKSvMYw,Kimberly,2,11,1,0
1737423,nVLQznjMqUjU2RYUpPP62A,Jean,8,1,1,0
1738239,rjHBhPhccB5P9Xi04q8a8A,Danielle,4,0,0,0
1738519,kBTMp6U7fuBBaMisdLPoiw,Sofia,5,9,1,0
1739399,CUxB_mJ2BFJJfakzJKxB_w,Susan,1,0,0,0
1739408,-srrw04Qlq8BhZLH_El0SA,Sarah,3,1,0,0
1740195,T4uEjRxbK3j5cYiNekG0uA,Jessica,2,1,0,0
1740918,LXwTJxjxqcAva0VmqiaxwA,Linda,2,0,0,0
1741454,ojmpqbuysTXQTY-sLN0XtA,Aaron,53,90,15,0
1741568,erCryCgIiLFtqk-MM4p_FA,Peter,3,1,0,0
1741832,Km61AZTkcOHSf33eYW93lA,Eric,4,6,1,0
1741870,UwEUWATyQ-kFGYPCI3spUw,J,7,10,2,0
1741910,feZDZNqykAEEdfZ2mGMEMQ,David,5,1,0,0
1742424,KYXHj_B_GzA7V5fZK8HrvA,Hilary,3,0,0,0
1742876,ychlGCKqzjSXKO3Qgxxkaw,Rylie,5,1,0,0
1743642,4Aual8ymBu4nlqb9fNrJEw,Marisol,7,6,1,0
1744311,zjpctnDmw5KvIPi-ikmFOg,Rachel,2,1,0,0
1744541,-8WLNheyVCchZ_RxcWCKDQ,Jordan,22,8,2,0
1744569,jFt-foBwLxL5nM6Wp28Sfw,Athena,1,0,0,0
1744949,f4r_Ej1vfc3S_Q18PYRiSQ,Kirstie,19,27,3,0
1745617,Szs543rkQWOnhH3qCVQ0ig,Robin,12,8,0,0
1746137,wqb4KkbMEqVesl3p42gXBQ,Rusty,10,6,0,0
1746325,myMUvINrYn1jXWMzB3hWgw,Joel,35,35,13,0
1746435,pOrt8oAAJys5nIIF1zWs4w,R,7,11,2,0
1746962,gR8q2ngp5rQgW65T-FOOiw,Yan,17,16,3,0
1747463,KJUOsg5qbcz1TkG41-p7hQ,Marco,1,0,0,0
1748075,yc_JalrvrfKbiUvxPb6M-w,Kyle,1,2,2,0
1748104,UsZd6DVGZHOQPjRwdzfAeQ,Wally,1,3,0,0
1748469,ZvmsUm1k_CsJ5W_s-Bl5-Q,Jeremy,1,2,0,0
1748866,kCElZVeT-3bx609pFb2LPg,A,26,6,2,0
1749896,rxzhvQBa8BTigrkfCOPY7w,Quadirah,2,1,0,0
1750173,ahxPKJlziHswReFnUatELw,Todd,24,20,2,0
1750448,temebfhIJEd_sl7x208-OA,Marisa,22,41,31,0
1750865,Y4CAqzbJ2IizoVlY16XDQw,Jonathan,21,8,4,0
1750876,uQwrmzUEBkKSkAs-H4xuIQ,Amber,1,0,0,0
1751389,TaGVnQWDoeb1JJF1yNCD2w,Kristoph,1,5,0,0
1751430,d-_He_kBzoT0SHoP-G2NWQ,Heather,11,13,3,0
