,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
1420,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2022,Comentó en: 14 de julio de 2022
1421,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2022,Comentó en: 13 de julio de 2022
1422,Estados Unidos,Habitación con 2 camas grandes,3 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2022,Comentó en: 8 de julio de 2022
1423,Filipinas,Habitación con vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2022,Comentó en: 8 de julio de 2022
1424,Estados Unidos,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 7 de julio de 2022
1425,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2022,Comentó en: 6 de julio de 2022
1426,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 2 de julio de 2022
1427,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 2 de julio de 2022
1428,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 27 de junio de 2022
1429,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 27 de junio de 2022
1430,México,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 27 de junio de 2022
1431,Estados Unidos,Habitación con 2 camas grandes,2 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 22 de junio de 2022
1432,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 21 de junio de 2022
1433,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,"wonderful reception, enjoyed my birthday At Hyatt..",Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 20 de junio de 2022
1434,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 20 de junio de 2022
1435,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 20 de junio de 2022
1436,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 19 de junio de 2022
1437,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 17 de junio de 2022
1438,Estados Unidos,Habitación con 2 camas grandes,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 12 de junio de 2022
1439,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 12 de junio de 2022
1440,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 10 de junio de 2022
1441,Estados Unidos,Habitación con cama extragrande y vistas al mar,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,junio de 2022,Comentó en: 7 de junio de 2022
1442,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 29 de mayo de 2022
1443,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 28 de mayo de 2022
1444,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 25 de mayo de 2022
1445,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 24 de mayo de 2022
1446,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 23 de mayo de 2022
1447,Australia,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 23 de mayo de 2022
1448,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 21 de mayo de 2022
1449,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 21 de mayo de 2022
1450,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,12 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 21 de mayo de 2022
1451,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 19 de mayo de 2022
1452,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 16 de mayo de 2022
1453,Países Bajos,Habitación con vistas a la bahía - 1 cama extragrande,6 noches,Persona que viaja sola,Excepcional,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 16 de mayo de 2022
1454,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 14 de mayo de 2022
1455,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 13 de mayo de 2022
1456,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 12 de mayo de 2022
1457,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 10 de mayo de 2022
1458,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,mayo de 2022,Comentó en: 9 de mayo de 2022
1459,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 1 de mayo de 2022
1460,Canadá,Habitación Doble con 2 camas dobles y vistas a la bahía,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 29 de abril de 2022
1461,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 28 de abril de 2022
1462,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 26 de abril de 2022
1463,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 25 de abril de 2022
1464,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 19 de abril de 2022
1465,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 19 de abril de 2022
1466,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 19 de abril de 2022
1467,Aruba,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 19 de abril de 2022
1468,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 18 de abril de 2022
1469,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 18 de abril de 2022
1470,Estados Unidos,Habitación con cama extragrande.,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 18 de abril de 2022
1471,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 10 de abril de 2022
1472,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 10 de abril de 2022
1473,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 5 de abril de 2022
1474,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 5 de abril de 2022
1475,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 4 de abril de 2022
1476,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 3 de abril de 2022
1477,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 3 de abril de 2022
1478,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,12695.0,abril de 2022,Comentó en: 3 de abril de 2022
1479,Estados Unidos,Habitación con cama extragrande.,4 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 1 de abril de 2022
1480,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 28 de marzo de 2022
1481,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 28 de marzo de 2022
1482,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 26 de marzo de 2022
1483,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 23 de marzo de 2022
1484,Estados Unidos,Habitación con 2 camas grandes,3 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 23 de marzo de 2022
1485,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 22 de marzo de 2022
1486,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 21 de marzo de 2022
1487,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 21 de marzo de 2022
1488,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 20 de marzo de 2022
1489,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 20 de marzo de 2022
1490,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 19 de marzo de 2022
1491,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 19 de marzo de 2022
1492,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 18 de marzo de 2022
1493,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 17 de marzo de 2022
1494,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 16 de marzo de 2022
1495,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 14 de marzo de 2022
1496,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 13 de marzo de 2022
1497,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 11 de marzo de 2022
1498,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 7 de marzo de 2022
1499,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,marzo de 2022,Comentó en: 7 de marzo de 2022
1500,Estados Unidos,Habitación con cama extragrande.,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 2 de marzo de 2022
1501,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 28 de febrero de 2022
1502,Estados Unidos,Habitación con 2 camas grandes,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 27 de febrero de 2022
1503,Estados Unidos,Habitación con 2 camas grandes,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 27 de febrero de 2022
1504,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 17 de febrero de 2022
1505,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 16 de febrero de 2022
1506,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 15 de febrero de 2022
1507,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 15 de febrero de 2022
1508,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 15 de febrero de 2022
1509,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 14 de febrero de 2022
1510,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 14 de febrero de 2022
1511,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 11 de febrero de 2022
1512,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 7 de febrero de 2022
1513,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 6 de febrero de 2022
1514,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,febrero de 2022,Comentó en: 4 de febrero de 2022
1515,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 1 de febrero de 2022
1516,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 31 de enero de 2022
1517,Brasil,Habitación con cama extragrande.,4 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 29 de enero de 2022
1518,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 29 de enero de 2022
1519,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 24 de enero de 2022
1520,Reino Unido,Habitación con cama extragrande.,2 noches,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 22 de enero de 2022
1521,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 18 de enero de 2022
1522,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2 noches,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 17 de enero de 2022
1523,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 14 de enero de 2022
1524,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,7 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 11 de enero de 2022
1525,Estados Unidos,Habitación con 2 camas grandes,4 noches,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 10 de enero de 2022
1526,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 7 de enero de 2022
1527,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 7 de enero de 2022
1528,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,enero de 2022,Comentó en: 5 de enero de 2022
1529,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 3 de enero de 2022
1530,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 2 de enero de 2022
1531,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 1 de enero de 2022
1532,Estados Unidos,Habitación con 2 camas grandes,3 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 31 de diciembre de 2021
1533,Singapur,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 29 de diciembre de 2021
1534,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 28 de diciembre de 2021
1535,Estados Unidos,Habitación con cama extragrande.,3 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 27 de diciembre de 2021
1536,Argentina,Habitación Doble con 2 camas dobles y vistas a la bahía,8 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 23 de diciembre de 2021
1537,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 23 de diciembre de 2021
1538,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 19 de diciembre de 2021
1539,Suiza,Habitación con vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 14 de diciembre de 2021
1540,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 10 de diciembre de 2021
1541,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 6 de diciembre de 2021
1542,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 6 de diciembre de 2021
1543,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 6 de diciembre de 2021
1544,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 5 de diciembre de 2021
1545,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 5 de diciembre de 2021
1546,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 4 de diciembre de 2021
1547,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,diciembre de 2021,Comentó en: 3 de diciembre de 2021
1548,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 30 de noviembre de 2021
1549,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 28 de noviembre de 2021
1550,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 27 de noviembre de 2021
1551,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 24 de noviembre de 2021
1552,Estados Unidos,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 22 de noviembre de 2021
1553,Israel,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 21 de noviembre de 2021
1554,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 19 de noviembre de 2021
1555,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 17 de noviembre de 2021
1556,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 16 de noviembre de 2021
1557,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 15 de noviembre de 2021
1558,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 14 de noviembre de 2021
1559,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,Persona que viaja sola,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 10 de noviembre de 2021
1560,Estados Unidos,Habitación con 2 camas grandes,3 noches,En pareja,Great Location,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 9 de noviembre de 2021
1561,Kuwait,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 8 de noviembre de 2021
