,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
149,Reino Unido,Habitación Silver con cama extragrande,4 noches,En pareja,Fantástico,early close time at the pool,,,727.0,octubre de 2022
150,Suiza,Habitación Silver con cama extragrande,4 noches,En pareja,Muy bien,The room was big and comfortable with a nice view over the city. The rooftop pool and restaurant are were also very cool. We recommend having at least one dinner at the highlight room (rooftop grill).,,,727.0,septiembre de 2022
151,Estados Unidos,Habitación Silver con cama extragrande,2 noches,Persona que viaja sola,Would stay aging,"Nice hotel with lots of security. They offered a huge minibar, but i did not touch it. Location is great, with a lot of night life and restaurants close by.",No ice machine. Had to call front desk for ice.,,727.0,octubre de 2022
152,Australia,Habitación Bronze con cama extragrande,2 noches,En pareja,"Great stay, lots to see & walking distance to Hollywood Boulevard.",Good size rooms and location,,,727.0,septiembre de 2022
153,Reino Unido,Habitación Bronze con cama extragrande,4 noches,En pareja,Fantástico,"Good location, central to everything. Nice pool area. Good views from the restaurant",,,727.0,septiembre de 2022
154,Suiza,Habitación Silver con balcón y cama extragrande,4 noches,En familia,Fantástico,Location is fantastic as was the rooftop and breakfast.,,,727.0,septiembre de 2022
155,Canadá,Habitación Bronze con cama extragrande,3 noches,En grupo,Not bad,good location,price is too expensive.,,727.0,septiembre de 2022
156,Estados Unidos,Habitación Silver con cama extragrande,5 noches,En pareja,"Very nice hotel, area around it... disappointing","Room was gorgeous and the hotel as a whole was very modern, I love Tao and Beauty& Essex, They are absolutely great restaurants, especially Tao","The hotel has lots of background fees beyond the per night cost, Hollywood Blvd is a bit of a let down",,727.0,septiembre de 2022
157,Italia,Habitación Silver con cama extragrande,2 noches,En pareja,Overpriced and snobbish staff,Nice rooms from an architectural standpoint. Top bathroom products.,"Staff is kinda snobbish and not really helpful. Valet parking outside the hotel didn’t give me the chance to stop by and take my luggages out of the car after a long trip, and did that while I was just trying to let me and myself out of the car just to check-in. Price is way beyond what you get. Not worth it.",,727.0,agosto de 2022
158,Emiratos Árabes Unidos,Habitación Silver con cama extragrande,3 noches,En pareja,Lovely hotel - recommend for guest who want to have a good time!,"Beautiful modern property with nice rooms, good view and amazing gym. Extra friendly staff that were always super helpful.",Quite a young party vibe. unfortunately we were working quite a lot and her lagged so probably should have picked somewhere quieter. but that’s our fault not the hotel! ahh other times we’d have got involved in the partying.,,727.0,septiembre de 2022
159,Reino Unido,Habitación Bronze con cama extragrande,6 noches,En pareja,Bien,"Staff were lovely, rooms were clean, pool area was great. Very stylish and modern.",Very expensive and more for people who are wanting to party. Area was a little sketchy and very noisy.,,727.0,septiembre de 2022
160,Canadá,Habitación Silver con cama extragrande,3 noches,En familia,Fantástico,Staff were very friendly. Always checking in with us as we entered and left the hotel.,,,727.0,septiembre de 2022
161,Eslovaquia,Deluxe Platinum con cama extragrande,1 noche,En pareja,Muy bien,"Tao restaurant, good views.",It was nothing special.,,727.0,septiembre de 2022
162,Singapur,Habitación Bronze con cama extragrande,3 noches,En grupo,"Fantastic stay, would love to come back","Very beautiful and modern design, comfortable beds, excellent gym with everything you need and even a shower facility available inside! Breakfast was perfect as well, top quality!","Nothing, everything was really good.",,727.0,septiembre de 2022
163,Canadá,Habitación Bronze con cama extragrande,2 noches,En familia,It was a nice place and I can recommend it. Nice creative interiors,"8th fl westerly view
nice bathroom area and bed 
rooftop pool small but ok","there was no staff serving drinks at entrance bar area so no people congregated there which was a waste of a nice space
food was too expensive at roof top we found so did not eat anything there . 
parking hard in the area",,727.0,agosto de 2022
164,Bélgica,Habitación Silver con balcón y cama extragrande,2 noches,En pareja,Bien,trendy hotel with friendly staff,a lot of noise during the night from parties of rooftops. isolation of rooms could be way better to counter noise,,727.0,agosto de 2022
165,Estados Unidos,Habitación Silver con cama extragrande,1 noche,En pareja,Great location and nice hotel!,The location was great. Easy walking to everything. Also really enjoyed the smell of the room!,The windows are thin and you can hear everything going on outside. Also the bed was a little soft for our liking.,,727.0,agosto de 2022
166,Estados Unidos,Habitación Bronze con cama extragrande,2 noches,En pareja,Muy bien,Centered in town,No balcony. Rooms were quite small,,727.0,agosto de 2022
167,Reino Unido,Habitación Silver con cama extragrande,1 noche,En familia,not suitable for families,generally good. clean. location central for Hollywood attractions.,my 16 year old daughter couldn’t use the pool as when we arrived they said it was for over 21s that weekend. we had no prior warning and booked with her age,,727.0,julio de 2022
168,Estados Unidos,Habitación Bronze con cama extragrande,1 noche,En pareja,Very cool LA vibe. Great place!,"The lobby space was beautiful; staff wonderful; held our bags in the morning without charge; and loved the room with the little living room couch area, separate bedroom and bathroom.","Coffee machine in room. The single tile in the bathroom looks amazing but the shower floods the place then it's very slippery. We had to lay down our towels. The bar was closed when we came back to have a drink there. It was a reasonable time, 11:00 at latest.",,727.0,agosto de 2022
169,Estados Unidos,Estudio Platinum con cama extragrande,2 noches,En familia,one of the best hotels in Hollywood,amazing people at front desk. really accommodating and nice. great facility and location to everywhere in LA.,if you’re looking for big rooms try somewhere else. we stayed in one of their biggest suites and it was still a bit small,,727.0,julio de 2022
170,Reino Unido,Habitación Bronze con cama extragrande,3 noches,En pareja,Fantástico,"roof top pool and restaurant, room views, location",,,727.0,junio de 2022
171,Israel,Habitación Silver con cama extragrande,2 noches,En pareja,Fantástico,"The location was great, the room was very modern and comfortable and the service from the staff was good.",The price for the parking was very expensive,,727.0,mayo de 2022
172,Brasil,Alojamiento Bronze con balcón y cama extragrande,3 noches,En pareja,I enjoyd my stay very much,"The room was beautifull. Big and a very nice bed. Lovely pool with view. The staff were very friendly and helpfull. There was a valet where the staff parkerd your car. Good restaurants in the neighbourhood and close to everything, like the walk of fame, hollywood sign en the film studios.",Expensive valet,,727.0,julio de 2022
173,Suiza,Habitación Silver con balcón y cama extragrande,3 noches,En pareja,Slightly underwhelmed,"Ideal location, very stylish, clean and comfortable. The rooftop top pool and its views are stunning.","Staff was often a bit clueless. Pool closes weirdly early, inaccessible for a third of our stay because of an event.
Room is on the small side, not exactly shown in the pictures. Same with the balcony, not worth the price. Other restaurant areas also closed very early.",,727.0,julio de 2022
174,Reino Unido,Habitación Bronze con cama extragrande,1 noche,En pareja,"Good stay, would return but would pay to upgrade our room.","Location was great, very central and easy to get around. Great valet service and staff were friendly and helpful.",Unfortuantely our room overlooked a fairly busy road and there is a lot of nightlife nearby so it was quite noisy.,,727.0,abril de 2022
175,Reino Unido,Habitación Bronze con cama extragrande,2 noches,En familia,Great accommodation!,Modern & comfortable,Having to go outside the hotel to get a lift to access the hotel pool rather than being able to take the lift from inside the hotel.,,727.0,julio de 2022
176,Emiratos Árabes Unidos,Habitación Gold con cama extragrande,4 noches,En familia,one of the best hotels we had in US,"location
rooms",,,727.0,julio de 2022
177,Reino Unido,Habitación Bronze con cama extragrande,3 noches,Persona que viaja sola,Great Location!,"- Great location in West Hollywood
- Rooftop ""Highlight Room"" is a popular and well known spot in Hollywood. Next door to the hotel is Tao 
- Loved the lobby decor, rooms were ok nothing overly spectacular. Views from the bedroom window were bland
- Bathrooms were lovely and appear to be recently refurbished","I think the hotel was a little pricey but maybe that's just LA as a whole! 
I had an issue with a deposit charged to my account despite being told by hotel management that I would not be charged a deposit. This had put me out of pocket and I was disappointed, understandably. However Director of rooms (Kelly) went above and beyond to ensure the rest of my stay was pleasant and for this I am extremely grateful. It made all the difference having a compassionate, clearly well experienced individual resolve the matter. Despite the hiccup, I will definitely stay here again :)",,727.0,mayo de 2022
178,Brasil,Habitación Silver con cama extragrande,4 noches,En familia,Muy bien,The mini bar in my room 807 was not working and I requested 3 times to repair and not attended so during my stay I was not able to use it !,,,727.0,julio de 2022
179,Canadá,Habitación Bronze con cama extragrande,2 noches,En pareja,pleasant,"i liked the room and the pool, beds are comfy",the internet was slow and the breakfast bar was subpar only coffees and muffins.,,727.0,julio de 2022
0,Puerto Rico,Habitación Deluxe con 2 camas grandes,2 noches,En familia,Winter Family Trip,"El desayuno espectacular, el staff sumamente atento!!",Las almohadas no son nada de cómodas,,746.0,enero de 2022
1,Argentina,Habitación Deluxe con 2 camas grandes,1 noche,En familia,muy buena opción en LA!,"Muy linda y cómoda la habitación, buena ubicación del hotel. muy lindo rooftop.",,,746.0,octubre de 2022
2,Colombia,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,su historia,,,746.0,agosto de 2022
3,Colombia,Habitación con cama extragrande y vistas a Hollywood Hills,1 noche,En pareja,Nice Hotel!,La piscina y el personal.,Las habitaciones podrían estar mejor.,,746.0,marzo de 2022
4,México,Habitación con cama extragrande.,6 noches,En familia,Excelente servicio y hubicación,La ubicación y excelente servicio,Ampliar los horarios del restaurant,,746.0,diciembre de 2021
5,México,Habitación con cama extragrande.,5 noches,En familia,muy buen servicio y buenas instalaciones,el hotel en general está muy bien,que no tuviera room servicie y que no servía bien nuestra calefacción,,746.0,enero de 2022
6,Argentina,Habitación Deluxe con cama extragrande,2 noches,En grupo,DEMASIADA ILUSIÓN PARA NUESTRA ESTADIA EN HOLLYWOOD,Personal valet parking,"Despersonalización total hacia los clientes... Hablamos en persona con la Manager Olivia a las 14 hs. de nuestra primera estadía, comunicándole que aún a esa hora ambos cuartos ocupados por nosotros, no habían sido limpiados, a lo cual respondió muy amablemente ¨Ok, lo coloco ya en prioridad ¨ (señalando la computadora de su escritorio). A lo cual con mi amigo le dijimos que no había apuro, que salíamos y volvíamos después de cenar. 
Con gran sorpresa, de regreso a las 23 hs, al entrar a los cuartos, ambos seguían en el mismo desorden como lo habíamos dejado desde la mañana. Al teléfono con el front desk, le trasmitimos lo que había sucedido. No tenía idea de lo que le hablaba, ni rastro del mensaje prioritario de la Manager. Encima responde: No problem!! I´ll send you new towels!!! 
Qué NINGÚN PROBLEMA!!!, FUÉ MI RESPUESTA INMEDIATA Y AUTOMÁTICA. !!! ES UNA VERGÜENZA!!!! Qué pasa si cuando nos toca pagar al check out, nosotros los clientes decimos: No problem!!! no pagamos????
Uno paga por un servicio, y este tiene que ser acorde al precio. Aquí definitivamente no lo fué !!!
EL HECHO FUÉ QUE LA MAÑANA SIGUIENTE DEJAMOS MUY TEMPRANO EL HOTEL HACIA EL AEROPUERTO, ESPERANDO ALGUNA EXPLICACIÓN Y/O CONSIDERACIÓN POR PARTE DEL ENCARGADO DE TURNO... PERO NO!!!! OTRA VEZ, EL SEÑOR QUE NOS COBRABA NO TENÍA LA MENOR IDEA DE LO OCURRIDO.
Parece que todas las energías estaban colocadas en el PRIDE PARADE, y nosotros los HETERO NO SOMOS TAN IMPORTANTES. SERÍA UNA CLASE DE DISCRIMINACIÓN ESTA???????
LA DEJO COMO INQUIETUD!!!",,746.0,junio de 2023
7,Estados Unidos,Habitación Deluxe con 2 camas grandes,3 noches,En familia,Aceptable,"Las instalaciones en general excelente, muy comodo y bien ubicado","Tuvimos un contratiempo en el restorant con el desayuno, nos mandaron a sentar en otra area diferente y nos sentimos discriminados...despues se dieron cuenta y se disculparon para ya el mal estaba hecho",,746.0,julio de 2022
8,Estados Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,5 noches,En familia,"ubicación perfecta, limpio, cómodo! repetiría",ubicación perfecta,,,746.0,febrero de 2022
9,Colombia,Habitación Deluxe con 2 camas grandes,2 noches,En familia,Excepcional,Excelente ubicación!,,,746.0,diciembre de 2021
10,Estados Unidos,Habitación Deluxe con cama extragrande,5 noches,En familia,Fantástico,Everything was fine,Everything is fine,,746.0,octubre de 2023
11,Reino Unido,Habitación con cama extragrande y vistas a Hollywood Hills,1 noche,En pareja,Fantástico,"Had a problem with a smell the first room we checked into so were quickly moved with no fuss. Room clean, spacious and great view",Didn't realise we needed to ask for a coffee machine- presumed it wasn't supplied. On check out was told they're aware some hotels do put them in but most you need to ask! I've had to ask for an iron before but never the coffee machine.,,746.0,octubre de 2023
12,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Love love love,"One more time - I have a blast at the Andaz. What a fun place to stay: clean, the location is awesome and facilities are just too good. The restaurant staff is awesome, Marvin in particular is an angel.",The front desk people: why are you so unwelcoming?,,746.0,octubre de 2023
13,Reino Unido,Habitación con 2 camas grandes,1 noche,En grupo,"Great hotel, disappointed we couldn’t use the pool","It’s a very nice hotel, clean lovely rooftop terrace and pool.",We where asked to leave the pool deck shortly after arriving because there was a private function. Pointless choosing the hotel because of the pool and not be allowed to use it.,,746.0,octubre de 2023
14,Reino Unido,Habitación con 2 camas grandes,2 noches,En pareja,A great place with really lovely staff and ideal to explorw the area.,"Location, roof pool, rock history and memorabilia.","We had two nights only. The first evening the pool was closed for a corporate event. The first morning the pool was open but only from 10am. So we were unable to use the pool which was a reason we picked the hotel on those occasions. That is very sad unfair on guests as many visitors to LA only stay short term.
Also the bar on ground floor was closed alot of the time.",,746.0,octubre de 2023
15,Jordania,Queen Room with Two Queen Beds and Hollywood Hills View,6 noches,Persona que viaja sola,Muy bien,"The hotel is well located, many nice restaurants and bars around. The personnel there are friendly and helpful.","They don’t provide water bottles. They don’t have adaptar for the iPhone charger , so if you’re flying from Europe or Middle East , make sure to get one .",,746.0,octubre de 2023
16,Estados Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,3 noches,En pareja,Fantástico,Staff is very responsive.,There is occasional Sunset Strip street noise.,,746.0,octubre de 2023
17,Reino Unido,Queen Room with Two Queen Beds and Hollywood Hills View,4 noches,En pareja,Amazing stay at an amazing hotel,"One of the best hotels we’ve ever stayed at…rating is at least a 9.5. Staff, location and rooftop pool all amazing. Free snacks…fantastic history….couldn’t ask for anything more",,,746.0,septiembre de 2023
18,Reino Unido,Queen Room with Two Queen Beds and Hollywood Hills View,2 noches,En familia,Muy bien,Great location and brilliant staff,,,746.0,agosto de 2023
19,Estados Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,2 noches,En familia,Very positive experience,"The staff is very attentive and responsive. The hotel is well located and the rooms clean and staff courteous, like updated Convenience store",,,746.0,septiembre de 2023
20,Estados Unidos,Habitación Deluxe con 2 camas grandes,4 noches,En pareja,"Andaz is welcoming, comfortable and fun—a great place to stay!","Room, pool deck, staffer",,,746.0,agosto de 2023
21,Alemania,Habitación con cama extragrande y vistas a Hollywood Hills,2 noches,En pareja,Fantástico,"Rooms are good, bathroom was small, we received an upgrade to a Deluxe Room, it was facing Sunset Blvd. which could get lout, it didn't bother us though. Pillows either too soft or too hard. Pool is very nice! Staff are very friendly, especially the Valet folks.",Breakfast was overpriced for what was offered. Otherwise all good,,746.0,agosto de 2023
22,Francia,Habitación Deluxe con 2 camas grandes,4 noches,En familia,"Beautiful location, very nice staff.","Despite the strike occurring in LA, the service was off the charts. 
Nice roof top swimming pool + very nice and reactive staff.",I have not tried the BK. I believe that a buffet service would be a +.,,746.0,agosto de 2023
23,Canadá,Queen Room with Two Queen Beds and Hollywood Hills View,4 noches,En familia,Fantástico,Great views of the city and the hills from the roof top pool. Great location overall to all the sites and easy access to the Sunset Strip. Would definitely book again.,,,746.0,julio de 2023
24,Estados Unidos,Habitación Deluxe con 2 camas grandes,4 noches,En familia,"Nice hotel, great views, fun location. Valet guys were great.","The pool was nice with a great view of the H Hills. the bar could have a better selection and stay open a bit longer.
I'm not really a WEHO type of guy, for lack of a better description, but my son really enjoyed the area!","Pool bar could have been a little more friendly. Very slow service, with snarky bartender. Open a hour or two later would be nice.",,746.0,junio de 2023
25,República Checa,Habitación con 2 camas grandes,3 noches,En familia,Happy to come back again,"Really loved the location, roof pool and very decent gym as well. Customer service great as well! Quite overpriced breakfast and overnight parking, but in overall liked the place a lot and would come again",Expensive breakfast and parking,,746.0,julio de 2023
26,Reino Unido,Habitación con 2 camas grandes,3 noches,En familia,Fabulous hotel for a classic LA experience!,"Our room was spacious and had fabulous views over Los Angeles. the beds were comfortable, the gym was well equipped and clean. we thoroughly enjoyed the swimming pool which also had lovely views.",No complaints but the water station on the 12th floor wasn’t that accessible.,,746.0,julio de 2023
27,Australia,Habitación con 2 camas grandes,1 noche,En familia,Cool hotel with a great pool in the best part of a West Hollywood,The pool was epic as was the location,Just a few check in issues but it worked out in the end,,746.0,julio de 2023
28,Reino Unido,Habitación con cama extragrande y vistas a la ciudad,11 noches,En pareja,"Great location, great hotel, but not sure they care too deeply about their guests!",Fab location,"Bar closed at 10pm, and for majority of the time the hotel was given over to non-paying guests, which meant that we couldn’t get near the pool for pool parties, again given over to people with day passes, and with extremely loud music the entire day. Worse still though was the fact that my husband was involved in an armed robbery (involving guns) outside the front door of the hotel, on the hotel grounds, and the hotel management did not either come to his aid immediately after the robbery or follow up during our entire stay. For a hotel on Sunset strip with such a high profile and such a long, rich history the security levels for guests was minimal, despite them being aware of numerous such robberies in and around that location in the weeks leading up to our stay. Not sure I would risk staying there in the future.",,746.0,junio de 2023
29,Armenia,Habitación con 2 camas grandes,1 noche,Persona que viaja sola,Muy bien,Very friendly and careful staff.,"In the room, there was no water and no liquid.
It was annoying that I had to ask for water at the reception.
I didn't know if that was the normal policy of the hotel, or if they have just forgotten to put some water in the room.",,746.0,junio de 2023
30,Emiratos Árabes Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,2 noches,Persona que viaja sola,Bien,There is no coffee maker in the room or water,,,746.0,junio de 2023
31,Emiratos Árabes Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,2 noches,En grupo,Muy bien,Location and facilities,No coffee or water inside the room,,746.0,junio de 2023
32,México,Queen Room with Two Queen Beds and Hollywood Hills View,1 noche,En grupo,Great location and service but over priced.,Location and service.,"Beds are not comfortable, the carpet needs deep cleaning and I expected a bigger room for 4 people. yet its the same for 2 and at a higher price.",,746.0,mayo de 2023
33,Estados Unidos,Habitación con vistas a la calle - 2 camas grandes,6 noches,En familia,Muy bien,location and restaurant were excellent!,Only received housekeeping service every 3 days. Towels were old and thin and did not provide enough for a family of 4 so constantly had to call for more. Overnight parking is extremely expensive given the cost of the hotel room.,,746.0,abril de 2023
34,Reino Unido,Habitación con cama extragrande y vistas a Hollywood Hills,4 noches,Persona que viaja sola,Fabulous Hotel in Perfect Location,"Fabulous hotel with rock and roll heritage.
Massive comfortable rooms.
Super clean.
Exceltional customer service, happy hour.
The breakfast isnt included, but has a super yummy vegan option.","The lighting in the room is odd, lots of little atmospheric lamps, no big light, so hard to get ready.
The pool wasn't relaxing. The rooftop pool really sold it for me, but it was always very busy, and had a lot of kids. Nothing against kids, but i was expecting ibiza chill vibes, and it was public pool vibes.",,746.0,abril de 2023
35,Estados Unidos,Habitación con 2 camas grandes,3 noches,En grupo,Bien,"location, roof top pool, fridge in the room","rooms are a bit small and very cold, the heater never worked, beds are comfortable but comforter is thin, shower towels are thin too",,746.0,marzo de 2023
36,Canadá,Queen Room with Two Queen Beds and Hollywood Hills View,3 noches,En pareja,Would stay here again!,"Loved the pool - sadly the pool bar was not open at all during our stay as it was in February. We did bring our own beverages nearby and brought them up to the pool :) Always a pleasant experience dealing with any staff we came in contact with. Clean rooms with plenty of room. Had a city view room with two queen beds and a small sitting area - loved it! Free snacks in the lobby were such a treat and came in handy. As we had no rental car we walked a lot and the hotel location was great for this - proximity to breakfast places, pharmacy, beer/wine stores, was convenient. Just ask for a coffee maker in your room and they'll provide a pod-type one along with cream/sugar.","We were offered a better view room for a small upcharge as we were early for our check in and our room was not ready yet - $10/night. (FYI - the nightly cost of this was brought down from $40/night and several 'no I won't pay that much per night' for an upgrade moments) Not sure if this is common practice? 
Also was pressured/sales pitched to take a bus tour by the individual that checked us in - which we declined as we had already booked a tour. 
We were with 3 other couples who all received different cash valued coupons for the local restaurant/store. I think these values should be standardized??",,746.0,febrero de 2023
37,Sudáfrica,Habitación con cama extragrande y ducha adaptada - Adaptada para personas de movilidad reducida,4 noches,En familia,Muy bien,"roof top pool, beautiful view, great staff",would have loved a coffee machine in the room,,746.0,enero de 2023
38,Canadá,Queen Room with Two Queen Beds and Hollywood Hills View,3 noches,En familia,Muy bien,Like snacks and water stations. Good coffee.,"Pool bar not open. Also, booked for 4 peaple, always short of towels. Coffee pods not replenished.",,746.0,febrero de 2023
39,Australia,Habitación con cama extragrande.,3 noches,En familia,"Great hotel, good location, amazing customer service","Loved everything about the Andaz. Unique, funky, comfortable and amazing customer service.",,,746.0,enero de 2023
40,Australia,Habitación con 2 camas grandes,1 noche,En familia,Nice hotel but below-par for a Hyatt and expensive for what you get.,The room size is good- though we paid for an upgrade and this a sales pitch when you check in. Being able to buy a barista coffee was nice.,The hotel entry is poor and was under construction to update the landscaping. The hotel is located on a very busy road and the hotel itself is very close to the road. Reviews mentioned this hotel is well located but we had to Uber everywhere- unless you want to walk for 30+ minutes there is not much nearby. I couldn’t believe the Andaz is a Hyatt hotel for the price we paid. I did my research and this was not what I was expecting,,746.0,diciembre de 2022
41,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,looking forward my next stay again,great location,bar hours shall be open late like to midnight..,,746.0,diciembre de 2022
42,Australia,Habitación con 2 camas grandes,3 noches,En familia,Nice but very expensive for what it is,"comfortable room, friendly staff",it’s really expensive for what it is. Andaz is nice but I expected something a lot fancier for a Hyatt. the outside of the hotel is basic and not particularly welcoming. it was under reno when we arrived. Breakfast pricing is eye watering. The location is so so. it felt a bit like being in the middle of nowhere. The highway is busy and noisy at night. We had to drive to get anywhere.,,746.0,diciembre de 2022
43,Estados Unidos,Habitación con 2 camas grandes,4 noches,En familia,"Hotel with cool history, epic views from roof, and comfy beds. Housekeeping here is awesome!","Awesome rooftop with epic view, super friendly housekeeping and bar staff. Beds were comfy and housekeeping continued to bring us any supplies we needed each night quickly. Wish the rooftop bar was open in winter, a few heaters up there and it could be a hopping hangout!","We didn't use valet service because there were so many reviews about damage to cars or excessive mileage when cars were returned. This was confirmed for us when we checked out and the gentleman in front of us had an issue with his car and the person working the front desk told him ""we're still checking the cameras"". The first set of valets when we arrived were so rude and mocked my spouse, he refused to leave his key with them. All the rest of the valets were pleasant and friendly, but we did NOT park our car on the premises. There are two lots easily walkable from the hotel that are half the price. No damage to our car.",,746.0,diciembre de 2022
44,Reino Unido,Queen Room with Two Queen Beds and Hollywood Hills View,4 noches,En grupo,Andaz has one of the best views and locations in WeHo but to live up to it’s name it needs a little more flair even when,great location & views. large windows and friendly staff,"beds too soft (felt old) and bathroom outdated. rooftop bar unstaffed every time we went up there. parking overpriced when it’s just $25 nearby for overnight plus other hotels charge $20
room very expensive & I didn’t get a reply to msgs trying to discuss rates etc",,746.0,diciembre de 2022
45,Sudáfrica,Queen Room with Two Queen Beds and Hollywood Hills View,6 noches,En familia,great stay in a good location with friendly staff,the staff were very friendly at check in. the complimentary coffee and snacks was excellent,the water pressure from the shower,,746.0,diciembre de 2022
46,Estados Unidos,Habitación con 2 camas grandes,2 noches,En grupo,I would gladly stay here again.,"The pool is a gem. Even if you don’t plan to swim, go sit by it, especially at night. Beautiful mood lighting and fantastic view of the city. The front desk employees, and especially Nathan, were outstanding.","Only one small hiccup. On the second day housekeeping didn’t put a sheet on the bed to use for cover, only the very thick comforter.",,746.0,noviembre de 2022
47,Estados Unidos,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,1 noche,En familia,Muy bien,"The iconic building wig igs history...the fop deck and view, the decor, the free water bottles.",The noise from air / heager unit and disco light going on and off all night in room.,,746.0,noviembre de 2022
48,Estados Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,4 noches,En pareja,"a true California vibe, nice amenities and excellent location","great pool, nice vibe and location",I thought it was a little pricey. no escooter return areas nearby. Having access to escooters would be a nice addition. Because driving is really hard.,,746.0,septiembre de 2022
49,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,"Love the room, however, your parking situation was a 👎",Hotel itself,The parking situation. A bit excessive.,,746.0,octubre de 2022
50,Reino Unido,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,8 noches,En grupo,"Good value, nothing fancy, but good for a short or long stay based on value for money and location.","The pool area is great, but the service lets it down. very lazy pool staff; no pro-activeness, no cleaning up after guests have left, no retrieving dishes, towels etc. You have to do everything yourself and it’s quite frustrating, whilst the staff chat behind the bar about their personal lives. The rooms are spacious and well equipped - not flashy, but everything you need and modern enough. very good house keeping and cleanliness. Nice downstairs reception and fabulous location.",Customer service left a lot to be desired; would not even make simple local calls to restaurants for us. tried to up-sell me on a room upgrade upon arrival; was actually a total scam. Turned out the room I had was what I was allocated without an upgrade - which left a really bad taste in my mouth. The front desk barely said hello even when three people were working with no customers.,,746.0,octubre de 2022
51,Estados Unidos,Habitación con cama extragrande y vistas a Hollywood Hills,1 noche,En familia,"Overall , it was great. Smoking should be no where near the front entrance","Excellent. Every staff member was kind, helpful, efficient, and knowlegeable",Smoking allowed at front entrance totally was gross,,746.0,septiembre de 2022
52,Reino Unido,Habitación con cama extragrande y vistas a Hollywood Hills,4 noches,En pareja,Good hotel in a reasonable location near restaurants and bus stops,"The room was a reasonable size but then I knew it would be as I chose a king size bed and not just a basic room 
The reception staff were particularly helpful and knowledgable",I thought the pool would be larger with more sun beds. We asked the bar staff to put up an umbrella for us by a sunbed and he was sarcastic. He did do it eventually but wasn’t happy. There was a DJ by the pool part of the time. I asked him politely to turn it down a notch please and he said no “I’ll be cranking it up soon”. Ignorant chap,,746.0,septiembre de 2022
53,Sudáfrica,Habitación Deluxe con cama extragrande,4 noches,En familia,Fantástico,The hotel was very well located and had nice rooms and restaurant and a sensational pool,I felt the towels were a bit old and I was upset they didn’t have pastries available for breakfast,,746.0,agosto de 2022
54,Reino Unido,Habitación con cama extragrande.,4 noches,En pareja,great loacation,rooftop pool area,nothing,,746.0,agosto de 2022
55,Reino Unido,Habitación con 2 camas grandes,1 noche,En familia,Excellent as usual. Our favourite LA hotel,"Very clean, great view",Nothing,,746.0,agosto de 2022
56,Alemania,Habitación con 2 camas grandes,5 noches,En familia,Great and stylish hotel at Sunset Blvd. to discover L.A.,"Location of the hotel at Sunset Blvd. which allows easy access of the city attractions. 
Roof top pool with a great view to the hills and city. 
The style of the hotel lobby. 
The view from the room to the city center. 
Friendly and professional stuff of the hotel.","The bathroom was definitively too small. 
The furniture of the hotel room is still stylish but would need some refurbishment according to my opinion. 
At some days, the pool was very crowdy, and it seems also accessible for people not staying at the hotel.",,746.0,julio de 2022
57,Australia,Habitación Deluxe con 2 camas grandes,5 noches,En familia,Great location for first time visit to LA,"Great location, modern hotel with lovely staff. 
clean room and very comfortable beds.",,,746.0,julio de 2022
58,Reino Unido,Habitación con cama extragrande.,5 noches,En familia,Muy bien,"The staff were all very friendly and knowledgeable about LA. WeHo is a fantastic area to stay in. The bed was comfortable, room was very spacious and the bathroom nice too. Check in was easy and reception always had plenty of water to give out.",The restaurant staff didn't seem to understand our London UK accents so it was hit and miss as to whether we received what we actually ordered. Don't bother with the free wine at 5.30 unless you like drinking sugar.,,746.0,julio de 2022
59,Emiratos Árabes Unidos,Habitación con cama extragrande.,4 noches,En pareja,Muy bien,A great location and the facilities were very good.,"At times the front of house were quite short and made you feel like you were troubling them when asking for support with directions, etc.",,746.0,julio de 2022
60,Estados Unidos,Queen Room with Two Queen Beds and Hollywood Hills View,2 noches,En grupo,Muy bien,"Good location, very pleasant and clean",,,746.0,junio de 2022
61,Reino Unido,Habitación con cama extragrande.,1 noche,En pareja,Bien,it was clean and staffs were very friendly,both of elevators did not work and fire alaram test kept ringing during all morning. It was horrible,,746.0,junio de 2022
62,Estados Unidos,Habitación con cama extragrande y vistas a Hollywood Hills,6 noches,En pareja,Bien,"It was clean, large, and maintained","For the expense fabric chair was old, dirty, coffee maker and coffee was only available upon request. Windows dirty blocking great views",,746.0,junio de 2022
63,Rusia,Habitación Deluxe con cama extragrande,3 noches,En pareja,Muy bien,"Location is very convenient, close to everything",Unreasonably expensive. Valet parking is very expensive (no idea why hotel decides to charge x3 from the regular price).,,746.0,abril de 2022
